location,clinic_name,day,start,end,start_minutes,end_minutes,overnight,display
Clementi,My Family Clinic (Clementi 325),Tues,18:00,21:00,1080,1260,False,6:00pm - 9:00pm
Clementi,My Family Clinic (Clementi 325),Wed,08:00,13:00,480,780,False,8:00am - 1:00pm
Clementi,My Family Clinic (Clementi 325),Wed,14:00,17:00,840,1020,False,2:00pm - 5:00pm
Clementi,My Family Clinic (Clementi 325),Wed,18:00,21:00,1080,1260,False,6:00pm - 9:00pm
Clementi,My Family Clinic (Clementi 325),Thurs,08:00,13:00,480,780,False,8:00am - 1:00pm
Clementi,My Family Clinic (Clementi 325),Thurs,14:00,17:00,840,1020,False,2:00pm - 5:00pm
Clementi,My Family Clinic (Clementi 325),Thurs,18:00,21:00,1080,1260,False,6:00pm - 9:00pm
Clementi,My Family Clinic (Clementi 325),Fri,08:00,13:00,480,780,False,8:00am - 1:00pm
Clementi,My Family Clinic (Clementi 325),Fri,14:00,17:00,840,1020,False,2:00pm - 5:00pm
Clementi,My Family Clinic (Clementi 325),Sat,08:00,12:00,480,720,False,8:00am - 12:00pm
Clementi,Our West Coast Family Clinic,Mon,08:00,14:00,480,840,False,8:00am - 2:00pm
Clementi,Our West Coast Family Clinic,Mon,18:00,21:00,1080,1260,False,6:00pm - 9:00pm
Clementi,Our West Coast Family Clinic,Tues,08:00,14:00,480,840,False,8:00am - 2:00pm
Clementi,Our West Coast Family Clinic,Tues,18:00,21:00,1080,1260,False,6:00pm - 9:00pm
Clementi,Our West Coast Family Clinic,Wed,08:00,14:00,480,840,False,8:00am - 2:00pm
Clementi,Our West Coast Family Clinic,Wed,18:00,21:00,1080,1260,False,6:00pm - 9:00pm
Clementi,Our West Coast Family Clinic,Thurs,08:00,14:00,480,840,False,8:00am - 2:00pm
Clementi,Our West Coast Family Clinic,Thurs,18:00,21:00,1080,1260,False,6:00pm - 9:00pm
Clementi,Our West Coast Family Clinic,Fri,08:00,14:00,480,840,False,8:00am - 2:00pm
Clementi,Our West Coast Family Clinic,Fri,18:00,21:00,1080,1260,False,6:00pm - 9:00pm
Clementi,Our West Coast Family Clinic,Sat,14:00,18:00,840,1080,False,2:00pm - 6:00pm
Clementi,Our West Coast Family Clinic,Sun,08:00,13:00,480,780,False,8:00am - 1:00pm
Clementi,Our West Coast Family Clinic,Sun,18:00,21:00,1080,1260,False,6:00pm - 9:00pm
Clementi,OneCare Clinic (Clementi),Mon,08:00,15:00,480,900,False,8:00am - 3:00pm
Clementi,OneCare Clinic (Clementi),Mon,18:00,21:00,1080,1260,False,6:00pm - 9:00pm
Clementi,OneCare Clinic (Clementi),Tues,08:00,15:00,480,900,False,8:00am - 3:00pm
Clementi,OneCare Clinic (Clementi),Tues,18:00,21:00,1080,1260,False,6:00pm - 9:00pm
Clementi,OneCare Clinic (Clementi),Wed,08:00,15:00,480,900,False,8:00am - 3:00pm
Clementi,OneCare Clinic (Clementi),Wed,18:00,21:00,1080,1260,False,6:00pm - 9:00pm
Clementi,OneCare Clinic (Clementi),Thurs,08:00,15:00,480,900,False,8:00am - 3:00pm
Clementi,OneCare Clinic (Clementi),Thurs,18:00,21:00,1080,1260,False,6:00pm - 9:00pm
Clementi,OneCare Clinic (Clementi),Fri,08:00,15:00,480,900,False,8:00am - 3:00pm
Clementi,OneCare Clinic (Clementi),Sat,08:00,12:00,480,720,False,8:00am - 12:00pm
Clementi,OneCare Clinic (Clementi),Sun,08:00,12:00,480,720,False,8:00am - 12:00pm
Clementi,OneCare Clinic (Clementi),Sun,18:00,21:00,1080,1260,False,6:00pm - 9:00pm
Clementi,Unity Medical Clinic,Mon,08:00,13:00,480,780,False,8:00am - 1:00pm
Clementi,Unity Medical Clinic,Mon,14:00,17:00,840,1020,False,2:00pm - 5:00pm
Clementi,Unity Medical Clinic,Mon,18:00,21:00,1080,1260,False,6:00pm - 9:00pm
Clementi,Unity Medical Clinic,Tues,08:00,13:00,480,780,False,8:00am - 1:00pm
Clementi,Unity Medical Clinic,Tues,14:00,17:00,840,1020,False,2:00pm - 5:00pm
Clementi,Unity Medical Clinic,Wed,08:00,13:00,480,780,False,8:00am - 1:00pm
Clementi,Unity Medical Clinic,Thurs,08:00,13:00,480,780,False,8:00am - 1:00pm
Clementi,Unity Medical Clinic,Thurs,14:00,17:00,840,1020,False,2:00pm - 5:00pm
Clementi,Unity Medical Clinic,Thurs,18:00,21:00,1080,1260,False,6:00pm - 9:00pm
Clementi,Unity Medical Clinic,Fri,08:00,13:00,480,780,False,8:00am - 1:00pm
Clementi,Unity Medical Clinic,Fri,14:00,17:00,840,1020,False,2:00pm - 5:00pm
Clementi,Unity Medical Clinic,Sat,08:00,13:00,480,780,False,8:00am - 1:00pm
Clementi,Unity Medical Clinic,Sun,08:00,13:00,480,780,False,8:00am - 1:00pm
Clementi,Unity Medical Clinic,PH,08:00,13:00,480,780,False,8:00am - 1:00pm
Clementi,LC Clinic Medical Surgery Aesthetics,Mon,08:30,19:30,510,1170,False,8:30am - 7:30pm
Clementi,LC Clinic Medical Surgery Aesthetics,Tues,08:30,19:00,510,1140,False,8:30am - 7:00pm
Clementi,LC Clinic Medical Surgery Aesthetics,Wed,08:30,17:30,510,1050,False,8:30am - 5:30pm
Clementi,LC Clinic Medical Surgery Aesthetics,Thurs,08:30,19:00,510,1140,False,8:30am - 7:00pm
Clementi,LC Clinic Medical Surgery Aesthetics,Sat,08:30,12:30,510,750,False,8:30am - 12:30pm
Clementi,LC Clinic Medical Surgery Aesthetics,Sun,11:00,17:30,660,1050,False,11:00am - 5:30pm
Clementi,Love & Joy Family Clinic,Mon,08:30,13:00,510,780,False,8:30am - 1:00pm
Clementi,Love & Joy Family Clinic,Mon,17:30,20:30,1050,1230,False,5:30pm - 8:30pm
Clementi,Love & Joy Family Clinic,Tues,08:30,13:00,510,780,False,8:30am - 1:00pm
Clementi,Love & Joy Family Clinic,Tues,17:30,20:30,1050,1230,False,5:30pm - 8:30pm
Clementi,Love & Joy Family Clinic,Wed,08:30,13:00,510,780,False,8:30am - 1:00pm
Clementi,Love & Joy Family Clinic,Wed,17:30,20:30,1050,1230,False,5:30pm - 8:30pm
Clementi,Love & Joy Family Clinic,Thurs,08:30,13:00,510,780,False,8:30am - 1:00pm
Clementi,Love & Joy Family Clinic,Thurs,17:30,20:30,1050,1230,False,5:30pm - 8:30pm
Clementi,Love & Joy Family Clinic,Fri,08:30,13:00,510,780,False,8:30am - 1:00pm
Clementi,Love & Joy Family Clinic,Fri,17:30,20:30,1050,1230,False,5:30pm - 8:30pm
Clementi,Love & Joy Family Clinic,Sat,09:00,13:00,540,780,False,9:00am - 1:00pm
Clementi,Love & Joy Family Clinic,Sun,09:00,13:00,540,780,False,9:00am - 1:00pm
Clementi,Love & Joy Family Clinic,PH,09:00,13:00,540,780,False,9:00am - 1:00pm
Clementi,Raffles Medical (Clementi),Mon,08:30,13:00,510,780,False,8:30am - 1:00pm
Clementi,Raffles Medical (Clementi),Mon,14:00,17:30,840,1050,False,2:00pm - 5:30pm
Clementi,Raffles Medical (Clementi),Mon,18:30,21:30,1110,1290,False,6:30pm - 9:30pm
Clementi,Raffles Medical (Clementi),Tues,08:30,13:00,510,780,False,8:30am - 1:00pm
Clementi,Raffles Medical (Clementi),Tues,14:00,17:30,840,1050,False,2:00pm - 5:30pm
Clementi,Raffles Medical (Clementi),Tues,18:30,21:30,1110,1290,False,6:30pm - 9:30pm
Clementi,Raffles Medical (Clementi),Wed,08:30,13:00,510,780,False,8:30am - 1:00pm
Clementi,Raffles Medical (Clementi),Wed,14:00,17:30,840,1050,False,2:00pm - 5:30pm
Clementi,Raffles Medical (Clementi),Wed,18:30,21:30,1110,1290,False,6:30pm - 9:30pm
Clementi,Raffles Medical (Clementi),Thurs,08:30,13:00,510,780,False,8:30am - 1:00pm
Clementi,Raffles Medical (Clementi),Thurs,14:00,17:30,840,1050,False,2:00pm - 5:30pm
Clementi,Raffles Medical (Clementi),Thurs,18:30,21:30,1110,1290,False,6:30pm - 9:30pm
Clementi,Raffles Medical (Clementi),Fri,08:30,13:00,510,780,False,8:30am - 1:00pm
Clementi,Raffles Medical (Clementi),Fri,14:00,17:30,840,1050,False,2:00pm - 5:30pm
Clementi,Raffles Medical (Clementi),Fri,18:30,21:30,1110,1290,False,6:30pm - 9:30pm
Clementi,Raffles Medical (Clementi),Sat,08:30,13:00,510,780,False,8:30am - 1:00pm
Clementi,Raffles Medical (Clementi),Sat,14:00,17:30,840,1050,False,2:00pm - 5:30pm
Clementi,Raffles Medical (Clementi),Sat,18:30,21:30,1110,1290,False,6:30pm - 9:30pm
Clementi,Raffles Medical (Clementi),Sun,08:30,13:00,510,780,False,8:30am - 1:00pm
Clementi,Raffles Medical (Clementi),PH,08:30,13:00,510,780,False,8:30am - 1:00pm
Clementi,The Dublin Clinic,Mon,08:00,13:00,480,780,False,8:00am - 1:00pm
Clementi,The Dublin Clinic,Mon,17:00,20:00,1020,1200,False,5:00pm - 8:00pm
Clementi,The Dublin Clinic,Tues,08:00,13:00,480,780,False,8:00am - 1:00pm
Clementi,The Dublin Clinic,Tues,17:00,20:00,1020,1200,False,5:00pm - 8:00pm
Clementi,The Dublin Clinic,Wed,08:00,13:00,480,780,False,8:00am - 1:00pm
Clementi,The Dublin Clinic,Wed,17:00,20:00,1020,1200,False,5:00pm - 8:00pm
Clementi,The Dublin Clinic,Thurs,08:00,13:00,480,780,False,8:00am - 1:00pm
Clementi,The Dublin Clinic,Thurs,17:00,20:00,1020,1200,False,5:00pm - 8:00pm
Clementi,The Dublin Clinic,Fri,08:00,13:00,480,780,False,8:00am - 1:00pm
Clementi,The Dublin Clinic,Sat,10:00,13:00,600,780,False,10:00am - 1:00pm
Clementi,The Dublin Clinic,Sun,17:00,20:00,1020,1200,False,5:00pm - 8:00pm
Clementi,Yarra Medical Clinic,Mon,08:30,13:00,510,780,False,8:30am - 1:00pm
Clementi,Yarra Medical Clinic,Mon,14:00,18:30,840,1110,False,2:00pm - 6:30pm
Clementi,Yarra Medical Clinic,Tues,08:30,13:00,510,780,False,8:30am - 1:00pm
Clementi,Yarra Medical Clinic,Tues,14:00,18:30,840,1110,False,2:00pm - 6:30pm
Clementi,Yarra Medical Clinic,Wed,08:30,13:00,510,780,False,8:30am - 1:00pm
Clementi,Yarra Medical Clinic,Wed,14:00,18:30,840,1110,False,2:00pm - 6:30pm
Clementi,Yarra Medical Clinic,Thurs,08:30,13:00,510,780,False,8:30am - 1:00pm
Clementi,Yarra Medical Clinic,Fri,08:30,13:00,510,780,False,8:30am - 1:00pm
Clementi,Yarra Medical Clinic,Sat,08:30,12:30,510,750,False,8:30am - 12:30pm
Eunos,Caritas Clinic,Mon,08:30,16:00,510,960,False,8:30am - 4:00pm
Eunos,Caritas Clinic,Mon,18:00,19:30,1080,1170,False,6:00pm - 7:30pm
Eunos,Caritas Clinic,Tues,08:30,16:00,510,960,False,8:30am - 4:00pm
Eunos,Caritas Clinic,Tues,18:00,19:30,1080,1170,False,6:00pm - 7:30pm
Eunos,Caritas Clinic,Wed,08:30,16:00,510,960,False,8:30am - 4:00pm
Eunos,Caritas Clinic,Wed,18:00,19:30,1080,1170,False,6:00pm - 7:30pm
Eunos,Caritas Clinic,Thurs,08:30,16:00,510,960,False,8:30am - 4:00pm
Eunos,Caritas Clinic,Fri,08:30,16:00,510,960,False,8:30am - 4:00pm
Eunos,Caritas Clinic,Sat,09:30,12:00,570,720,False,9:30am - 12:00pm
Eunos,Caritas Clinic,Sun,09:30,12:00,570,720,False,9:30am - 12:00pm
Eunos,Prima Care Family Clinic,Mon,08:30,13:00,510,780,False,8:30am - 1:00pm
Eunos,Prima Care Family Clinic,Tues,08:30,13:00,510,780,False,8:30am - 1:00pm
Eunos,Prima Care Family Clinic,Tues,14:00,17:30,840,1050,False,2:00pm - 5:30pm
Eunos,Prima Care Family Clinic,Tues,18:00,21:00,1080,1260,False,6:00pm - 9:00pm
Eunos,Prima Care Family Clinic,Wed,08:30,13:00,510,780,False,8:30am - 1:00pm
Eunos,Prima Care Family Clinic,Wed,14:00,17:30,840,1050,False,2:00pm - 5:30pm
Eunos,Prima Care Family Clinic,Wed,18:00,21:00,1080,1260,False,6:00pm - 9:00pm
Eunos,Prima Care Family Clinic,Thurs,08:30,13:00,510,780,False,8:30am - 1:00pm
Eunos,Prima Care Family Clinic,Fri,14:00,17:30,840,1050,False,2:00pm - 5:30pm
Eunos,Prima Care Family Clinic,Sat,08:30,12:30,510,750,False,8:30am - 12:30pm
Eunos,Prima Care Family Clinic,Sun,08:30,12:30,510,750,False,8:30am - 12:30pm
Eunos,Frontier Medical Associates (Ubi),Mon,08:30,21:00,510,1260,False,8:30am - 9:00pm
Eunos,Frontier Medical Associates (Ubi),Tues,08:30,17:30,510,1050,False,8:30am - 5:30pm
Eunos,Frontier Medical Associates (Ubi),Wed,08:30,21:00,510,1260,False,8:30am - 9:00pm
Eunos,Frontier Medical Associates (Ubi),Fri,08:30,13:00,510,780,False,8:30am - 1:00pm
Eunos,Frontier Medical Associates (Ubi),Sat,08:30,13:00,510,780,False,8:30am - 1:00pm
Eunos,Lim Clinic,Mon,09:00,13:00,540,780,False,9:00am - 1:00pm
Eunos,Lim Clinic,Tues,09:00,13:00,540,780,False,9:00am - 1:00pm
Eunos,Lim Clinic,Wed,09:00,13:00,540,780,False,9:00am - 1:00pm
Eunos,Lim Clinic,Thurs,14:00,17:00,840,1020,False,2:00pm - 5:00pm
Eunos,Lim Clinic,Fri,14:00,17:00,840,1020,False,2:00pm - 5:00pm
Eunos,Lim Clinic,Sat,09:00,12:00,540,720,False,9:00am - 12:00pm
Eunos,Neoh & Ong Medical Clinic,Mon,08:30,12:15,510,735,False,8:30am - 12:15pm
Eunos,Neoh & Ong Medical Clinic,Mon,14:00,16:30,840,990,False,2:00pm - 4:30pm
Eunos,Neoh & Ong Medical Clinic,Wed,08:30,12:15,510,735,False,8:30am - 12:15pm
Eunos,Neoh & Ong Medical Clinic,Wed,14:00,16:30,840,990,False,2:00pm - 4:30pm
Eunos,Neoh & Ong Medical Clinic,Fri,08:30,12:15,510,735,False,8:30am - 12:15pm
Eunos,Neoh & Ong Medical Clinic,Fri,14:00,16:30,840,990,False,2:00pm - 4:30pm
Eunos,Neoh & Ong Medical Clinic,Sat,08:30,12:15,510,735,False,8:30am - 12:15pm
Eunos,Saudara Clinic,Mon,08:45,12:00,525,720,False,8:45am - 12:00pm
Eunos,Saudara Clinic,Mon,14:00,18:00,840,1080,False,2:00pm - 6:00pm
Eunos,Saudara Clinic,Tues,08:45,12:00,525,720,False,8:45am - 12:00pm
Eunos,Saudara Clinic,Tues,14:00,18:00,840,1080,False,2:00pm - 6:00pm
Eunos,Saudara Clinic,Wed,08:45,12:00,525,720,False,8:45am - 12:00pm
Eunos,Saudara Clinic,Wed,14:00,18:00,840,1080,False,2:00pm - 6:00pm
Eunos,Saudara Clinic,Thurs,08:45,12:00,525,720,False,8:45am - 12:00pm
Eunos,Saudara Clinic,Thurs,14:00,18:00,840,1080,False,2:00pm - 6:00pm
Eunos,Saudara Clinic,Fri,08:45,12:00,525,720,False,8:45am - 12:00pm
Eunos,Saudara Clinic,Fri,14:00,18:00,840,1080,False,2:00pm - 6:00pm
Eunos,Saudara Clinic,Sat,09:00,12:00,540,720,False,9:00am - 12:00pm
Geylang,Anteh Dispensary Pte Ltd,Mon,09:00,12:00,540,720,False,9:00am - 12:00pm
Geylang,Anteh Dispensary Pte Ltd,Mon,14:00,17:00,840,1020,False,2:00pm - 5:00pm
Geylang,Anteh Dispensary Pte Ltd,Mon,19:00,23:00,1140,1380,False,7:00pm - 11:00pm
Geylang,Anteh Dispensary Pte Ltd,Tues,09:00,12:00,540,720,False,9:00am - 12:00pm
Geylang,Anteh Dispensary Pte Ltd,Tues,14:00,17:00,840,1020,False,2:00pm - 5:00pm
Geylang,Anteh Dispensary Pte Ltd,Tues,19:00,23:00,1140,1380,False,7:00pm - 11:00pm
Geylang,Anteh Dispensary Pte Ltd,Wed,09:00,12:00,540,720,False,9:00am - 12:00pm
Geylang,Anteh Dispensary Pte Ltd,Wed,14:00,17:00,840,1020,False,2:00pm - 5:00pm
Geylang,Anteh Dispensary Pte Ltd,Wed,19:00,23:00,1140,1380,False,7:00pm - 11:00pm
Geylang,Anteh Dispensary Pte Ltd,Thurs,09:00,12:00,540,720,False,9:00am - 12:00pm
Geylang,Anteh Dispensary Pte Ltd,Thurs,14:00,17:00,840,1020,False,2:00pm - 5:00pm
Geylang,Anteh Dispensary Pte Ltd,Thurs,19:00,23:00,1140,1380,False,7:00pm - 11:00pm
Geylang,Anteh Dispensary Pte Ltd,Fri,09:00,12:00,540,720,False,9:00am - 12:00pm
Geylang,Anteh Dispensary Pte Ltd,Fri,14:00,17:00,840,1020,False,2:00pm - 5:00pm
Geylang,Anteh Dispensary Pte Ltd,Fri,19:00,23:00,1140,1380,False,7:00pm - 11:00pm
Geylang,Anteh Dispensary Pte Ltd,Sat,09:00,12:00,540,720,False,9:00am - 12:00pm
Geylang,Anteh Dispensary Pte Ltd,Sat,13:00,18:00,780,1080,False,1:00pm - 6:00pm
Geylang,Anteh Dispensary Pte Ltd,Sat,19:00,23:00,1140,1380,False,7:00pm - 11:00pm
Geylang,Anteh Dispensary Pte Ltd,Sun,13:00,18:00,780,1080,False,1:00pm - 6:00pm
Geylang,Anteh Dispensary Pte Ltd,Sun,19:00,23:00,1140,1380,False,7:00pm - 11:00pm
Geylang,Anteh Dispensary Pte Ltd,PH,13:00,18:00,780,1080,False,1:00pm - 6:00pm
Geylang,Anteh Dispensary Pte Ltd,PH,19:00,23:00,1140,1380,False,7:00pm - 11:00pm
Geylang,Bright View Clinic & Surgery,Mon,09:00,21:00,540,1260,False,9:00am - 9:00pm
Geylang,Bright View Clinic & Surgery,Tues,09:00,21:00,540,1260,False,9:00am - 9:00pm
Geylang,Bright View Clinic & Surgery,Wed,09:00,21:00,540,1260,False,9:00am - 9:00pm
Geylang,Bright View Clinic & Surgery,Thurs,09:00,21:00,540,1260,False,9:00am - 9:00pm
Geylang,Bright View Clinic & Surgery,Fri,09:00,21:00,540,1260,False,9:00am - 9:00pm
Geylang,Bright View Clinic & Surgery,Sat,09:00,21:00,540,1260,False,9:00am - 9:00pm
Geylang,Bright View Clinic & Surgery,Sun,09:00,21:00,540,1260,False,9:00am - 9:00pm
Geylang,Bright View Clinic & Surgery,PH,09:00,21:00,540,1260,False,9:00am - 9:00pm
Geylang,C3 Family Clinic @ Aljunied Crescent,Mon,07:30,22:00,450,1320,False,7:30am - 10:00pm
Geylang,C3 Family Clinic @ Aljunied Crescent,Tues,07:30,14:00,450,840,False,7:30am - 2:00pm
Geylang,C3 Family Clinic @ Aljunied Crescent,Tues,17:30,21:00,1050,1260,False,5:30pm - 9:00pm
Geylang,C3 Family Clinic @ Aljunied Crescent,Wed,07:30,13:30,450,810,False,7:30am - 1:30pm
Geylang,C3 Family Clinic @ Aljunied Crescent,Wed,17:30,22:00,1050,1320,False,5:30pm - 10:00pm
Geylang,C3 Family Clinic @ Aljunied Crescent,Thurs,07:30,17:00,450,1020,False,7:30am - 5:00pm
Geylang,C3 Family Clinic @ Aljunied Crescent,Fri,07:30,13:30,450,810,False,7:30am - 1:30pm
Geylang,C3 Family Clinic @ Aljunied Crescent,Fri,17:30,22:00,1050,1320,False,5:30pm - 10:00pm
Geylang,C3 Family Clinic @ Aljunied Crescent,Sat,07:30,13:30,450,810,False,7:30am - 1:30pm
Geylang,C3 Family Clinic @ Aljunied Crescent,Sun,07:30,15:00,450,900,False,7:30am - 3:00pm
Geylang,C3 Family Clinic @ Aljunied Crescent,PH,07:30,13:30,450,810,False,7:30am - 1:30pm
Geylang,Frontier Medical (Geylang),Mon,08:30,12:30,510,750,False,8:30am - 12:30pm
Geylang,Frontier Medical (Geylang),Mon,13:30,16:30,810,990,False,1:30pm - 4:30pm
Geylang,Frontier Medical (Geylang),Mon,17:30,20:00,1050,1200,False,5:30pm - 8:00pm
Geylang,Frontier Medical (Geylang),Tues,08:30,12:30,510,750,False,8:30am - 12:30pm
Geylang,Frontier Medical (Geylang),Tues,13:30,16:30,810,990,False,1:30pm - 4:30pm
Geylang,Frontier Medical (Geylang),Tues,17:30,20:00,1050,1200,False,5:30pm - 8:00pm
Geylang,Frontier Medical (Geylang),Wed,08:30,12:30,510,750,False,8:30am - 12:30pm
Geylang,Frontier Medical (Geylang),Wed,13:30,16:30,810,990,False,1:30pm - 4:30pm
Geylang,Frontier Medical (Geylang),Thurs,08:30,12:30,510,750,False,8:30am - 12:30pm
Geylang,Frontier Medical (Geylang),Thurs,13:30,16:30,810,990,False,1:30pm - 4:30pm
Geylang,Frontier Medical (Geylang),Fri,08:30,12:30,510,750,False,8:30am - 12:30pm
Geylang,Frontier Medical (Geylang),Fri,13:30,16:30,810,990,False,1:30pm - 4:30pm
Geylang,Frontier Medical (Geylang),Sat,08:30,12:30,510,750,False,8:30am - 12:30pm
Geylang,Healthway Medical (Aljunied),Mon,08:30,13:00,510,780,False,8:30am - 1:00pm
Geylang,Healthway Medical (Aljunied),Mon,14:00,16:30,840,990,False,2:00pm - 4:30pm
Geylang,Healthway Medical (Aljunied),Tues,08:30,13:00,510,780,False,8:30am - 1:00pm
Geylang,Healthway Medical (Aljunied),Tues,14:00,16:30,840,990,False,2:00pm - 4:30pm
Geylang,Healthway Medical (Aljunied),Wed,08:30,13:00,510,780,False,8:30am - 1:00pm
Geylang,Healthway Medical (Aljunied),Wed,14:00,16:30,840,990,False,2:00pm - 4:30pm
Geylang,Healthway Medical (Aljunied),Thurs,08:30,13:00,510,780,False,8:30am - 1:00pm
Geylang,Healthway Medical (Aljunied),Thurs,14:00,16:30,840,990,False,2:00pm - 4:30pm
Geylang,Healthway Medical (Aljunied),Fri,08:30,13:00,510,780,False,8:30am - 1:00pm
Geylang,Healthway Medical (Aljunied),Fri,14:00,16:30,840,990,False,2:00pm - 4:30pm
Geylang,Healthway Medical (Aljunied),Sat,08:30,13:00,510,780,False,8:30am - 1:00pm
Geylang,Ko Family Clinic,Mon,09:00,13:00,540,780,False,9:00am - 1:00pm
Geylang,Ko Family Clinic,Mon,16:30,18:30,990,1110,False,4:30pm - 6:30pm
Geylang,Ko Family Clinic,Tues,09:00,13:00,540,780,False,9:00am - 1:00pm
Geylang,Ko Family Clinic,Wed,09:00,13:00,540,780,False,9:00am - 1:00pm
Geylang,Ko Family Clinic,Wed,16:30,18:30,990,1110,False,4:30pm - 6:30pm
Geylang,Ko Family Clinic,Thurs,09:00,13:00,540,780,False,9:00am - 1:00pm
Geylang,Ko Family Clinic,Fri,09:00,13:00,540,780,False,9:00am - 1:00pm
Geylang,Ko Family Clinic,Fri,16:30,18:30,990,1110,False,4:30pm - 6:30pm
Geylang,Ko Family Clinic,Sat,09:30,12:00,570,720,False,9:30am - 12:00pm
Geylang,Ko Family Clinic,Sun,09:30,12:00,570,720,False,9:30am - 12:00pm
Geylang,Meridian Medical Centre @ Sims Place,Mon,08:30,13:00,510,780,False,8:30am - 1:00pm
Geylang,Meridian Medical Centre @ Sims Place,Mon,14:00,17:00,840,1020,False,2:00pm - 5:00pm
Geylang,Meridian Medical Centre @ Sims Place,Mon,18:00,20:30,1080,1230,False,6:00pm - 8:30pm
Geylang,Meridian Medical Centre @ Sims Place,Tues,08:30,13:00,510,780,False,8:30am - 1:00pm
Geylang,Meridian Medical Centre @ Sims Place,Tues,14:00,17:00,840,1020,False,2:00pm - 5:00pm
Geylang,Meridian Medical Centre @ Sims Place,Tues,18:00,20:30,1080,1230,False,6:00pm - 8:30pm
Geylang,Meridian Medical Centre @ Sims Place,Wed,08:30,13:00,510,780,False,8:30am - 1:00pm
Geylang,Meridian Medical Centre @ Sims Place,Wed,14:00,17:00,840,1020,False,2:00pm - 5:00pm
Geylang,Meridian Medical Centre @ Sims Place,Wed,18:00,20:30,1080,1230,False,6:00pm - 8:30pm
Geylang,Meridian Medical Centre @ Sims Place,Thurs,08:30,13:00,510,780,False,8:30am - 1:00pm
Geylang,Meridian Medical Centre @ Sims Place,Thurs,14:00,17:00,840,1020,False,2:00pm - 5:00pm
Geylang,Meridian Medical Centre @ Sims Place,Thurs,18:00,20:30,1080,1230,False,6:00pm - 8:30pm
Geylang,Meridian Medical Centre @ Sims Place,Fri,08:30,13:00,510,780,False,8:30am - 1:00pm
Geylang,Meridian Medical Centre @ Sims Place,Fri,14:00,17:00,840,1020,False,2:00pm - 5:00pm
Geylang,Meridian Medical Centre @ Sims Place,Sat,08:30,13:30,510,810,False,8:30am - 1:30pm
Geylang,Meridian Medical Centre @ Sims Place,Sun,08:30,13:00,510,780,False,8:30am - 1:00pm
Geylang,Minmed Clinic (Haig Road),Mon,09:00,15:00,540,900,False,9:00am - 3:00pm
Geylang,Minmed Clinic (Haig Road),Mon,18:00,21:00,1080,1260,False,6:00pm - 9:00pm
Geylang,Minmed Clinic (Haig Road),Tues,09:00,15:00,540,900,False,9:00am - 3:00pm
Geylang,Minmed Clinic (Haig Road),Tues,18:00,21:00,1080,1260,False,6:00pm - 9:00pm
Geylang,Minmed Clinic (Haig Road),Wed,09:00,15:00,540,900,False,9:00am - 3:00pm
Geylang,Minmed Clinic (Haig Road),Wed,18:00,21:00,1080,1260,False,6:00pm - 9:00pm
Geylang,Minmed Clinic (Haig Road),Thurs,09:00,15:00,540,900,False,9:00am - 3:00pm
Geylang,Minmed Clinic (Haig Road),Thurs,18:00,21:00,1080,1260,False,6:00pm - 9:00pm
Geylang,Minmed Clinic (Haig Road),Fri,09:00,15:00,540,900,False,9:00am - 3:00pm
Geylang,Minmed Clinic (Haig Road),Sat,09:00,13:00,540,780,False,9:00am - 1:00pm
Geylang,Minmed Clinic (Haig Road),Sun,18:00,21:00,1080,1260,False,6:00pm - 9:00pm
Geylang,Minmed Clinic (Paya Lebar),Mon,09:00,13:00,540,780,False,9:00am - 1:00pm
Geylang,Minmed Clinic (Paya Lebar),Mon,14:00,17:00,840,1020,False,2:00pm - 5:00pm
Geylang,Minmed Clinic (Paya Lebar),Tues,09:00,13:00,540,780,False,9:00am - 1:00pm
Geylang,Minmed Clinic (Paya Lebar),Tues,14:00,17:00,840,1020,False,2:00pm - 5:00pm
Geylang,Minmed Clinic (Paya Lebar),Wed,09:00,13:00,540,780,False,9:00am - 1:00pm
Geylang,Minmed Clinic (Paya Lebar),Wed,14:00,17:00,840,1020,False,2:00pm - 5:00pm
Geylang,Minmed Clinic (Paya Lebar),Thurs,09:00,13:00,540,780,False,9:00am - 1:00pm
Geylang,Minmed Clinic (Paya Lebar),Thurs,14:00,17:00,840,1020,False,2:00pm - 5:00pm
Geylang,Minmed Clinic (Paya Lebar),Fri,09:00,13:00,540,780,False,9:00am - 1:00pm
Geylang,Minmed Clinic (Paya Lebar),Fri,14:00,17:00,840,1020,False,2:00pm - 5:00pm
Geylang,Minmed Clinic (Paya Lebar),Sat,09:00,13:00,540,780,False,9:00am - 1:00pm
Geylang,OneCare Clinic (Aljunied MRT),Mon,08:00,14:00,480,840,False,8:00am - 2:00pm
Geylang,OneCare Clinic (Aljunied MRT),Mon,17:00,21:00,1020,1260,False,5:00pm - 9:00pm
Geylang,OneCare Clinic (Aljunied MRT),Tues,08:00,14:00,480,840,False,8:00am - 2:00pm
Geylang,OneCare Clinic (Aljunied MRT),Tues,17:00,21:00,1020,1260,False,5:00pm - 9:00pm
Geylang,OneCare Clinic (Aljunied MRT),Wed,08:00,14:00,480,840,False,8:00am - 2:00pm
Geylang,OneCare Clinic (Aljunied MRT),Wed,17:00,21:00,1020,1260,False,5:00pm - 9:00pm
Geylang,OneCare Clinic (Aljunied MRT),Thurs,08:00,14:00,480,840,False,8:00am - 2:00pm
