location,clinic_name,doctors,address,contact_primary,contacts,contact_notes,google_maps_url,operating_hours_text,general_notes
Ang Mo Kio,Appletree Medical,Dr Goh Chok Chin Rachel,"416 Ang Mo Kio, Avenue 10, #01-1003, Singapore 560416",64548361,64548361,,https://www.google.com/maps/search/?api=1&query=Appletree+Medical%2C+416+Ang+Mo+Kio%2C+Avenue+10%2C+%2301-1003%2C+Singapore+560416,Mon - Fri: 9:00am - 12:00pm 1:00pm - 3:00pm | Sat: 9:00am - 12:00pm | Sun*: * Please call clinic to schedule for appointment | Closed on PH,
Ang Mo Kio,Atrio Family Clinic (Ang Mo Kio),Dr Lim Kai Yang,"532 Ang Mo Kio, Avenue 10, #01-2461, Singapore 560532",64554282,64554282,,https://www.google.com/maps/search/?api=1&query=Atrio+Family+Clinic+%28Ang+Mo+Kio%29%2C+532+Ang+Mo+Kio%2C+Avenue+10%2C+%2301-2461%2C+Singapore+560532,Mon - Fri: 8:00am - 2:00pm 5:30pm - 9:30pm | Sat: 8:00am - 2:00pm | Sun: 9:00am - 2:00pm | Closed on PH,
Ang Mo Kio,Beacon Clinic and Surgery,Dr Lincoln Yeo Kai Pheng | Dr Ban Vin Fei,"531 Ang Mo Kio, Avenue 10, #01-2445, Singapore 560531",69700802,69700802,,https://www.google.com/maps/search/?api=1&query=Beacon+Clinic+and+Surgery%2C+531+Ang+Mo+Kio%2C+Avenue+10%2C+%2301-2445%2C+Singapore+560531,Mon - Sun: 9:00am - 9:00pm | PH: 9:00am - 9:00pm,
Ang Mo Kio,DA Clinic @ Ang Mo Kio,Dr Sean Lee Jun Kiat | Dr Mark Chui Wai Mun | Dr Reyor Ko Teck Ee | Dr Jasmin Koh,"525 Ang Mo Kio, Avenue 10, #01-2407, Cheng San Centre, Singapore 560525",31650147,31650147,,https://www.google.com/maps/search/?api=1&query=DA+Clinic+%40+Ang+Mo+Kio%2C+525+Ang+Mo+Kio%2C+Avenue+10%2C+%2301-2407%2C+Cheng+San+Centre%2C+Singapore+560525,Mon - Sun: 8:00am - 12:00am | PH: Please call the clinic to confirm,
Ang Mo Kio,Frontier Medical Associates (Ang Mo Kio),Dr Wang Dingding | Dr Leong Hon Loong Kee | Dr Anne Yeo Kwee,"163 Ang Mo Kio, Avenue 4, #01-426, Singapore 560163",64532571,64532571,,https://www.google.com/maps/search/?api=1&query=Frontier+Medical+Associates+%28Ang+Mo+Kio%29%2C+163+Ang+Mo+Kio%2C+Avenue+4%2C+%2301-426%2C+Singapore+560163,Mon - Wed: 8:30am - 4:30pm 6:00pm - 9:00pm | Thurs: 8:30am - 1:00pm 6:00pm - 9:00pm | Fri: 8:30am - 4:30pm | Sat: 8:30am - 1:00pm | Closed on Sun & PH,
Ang Mo Kio,G S Clinic & Surgery,"Dr Yung Yunxian, David Marc","632 Ang Mo Kio, Avenue 4, # 01-960, Singapore 560632",64568967,64568967,,https://www.google.com/maps/search/?api=1&query=G+S+Clinic+%26+Surgery%2C+632+Ang+Mo+Kio%2C+Avenue+4%2C+%23+01-960%2C+Singapore+560632,Mon - Fri: 8:30am - 4:30pm | Sat & Sun: 8:30am - 12:30pm | Closed on PH,
Ang Mo Kio,Healthway Medical (Ang Mo Kio Ave 1),Dr Chong Bick Yew,"330 Ang Mo Kio, Avenue 1, #01-1803, Singapore 560330",65530100,65530100,,https://www.google.com/maps/search/?api=1&query=Healthway+Medical+%28Ang+Mo+Kio+Ave+1%29%2C+330+Ang+Mo+Kio%2C+Avenue+1%2C+%2301-1803%2C+Singapore+560330,Mon & Tues: 9:00am - 1:00pm 2:00pm - 5:00pm 6:00pm - 9:00pm | Wed & Fri: 9:00am - 1:00pm 2:00pm - 5:00pm | Thurs: 9:00am - 12:30pm 2:00pm - 5:00pm 6:00pm - 9:00pm | Sat & Sun: 9:00am - 1:00pm | PH: 9:00am - 1:00pm,
Ang Mo Kio,Healthway Medical (Ang Mo Kio Ave 8),"Dr Tan Ter Wen, Jessie","721 Ang Mo Kio, Avenue 8, #01-2805, Singapore 560721",64554629,64554629,,https://www.google.com/maps/search/?api=1&query=Healthway+Medical+%28Ang+Mo+Kio+Ave+8%29%2C+721+Ang+Mo+Kio%2C+Avenue+8%2C+%2301-2805%2C+Singapore+560721,Mon: 8:00am - 3:00pm 6:00pm - 9:00pm | Tues - Fri: 8:00am - 3:00pm | Sat: 8:30am - 12:30pm | Closed on Sun & PH,
Ang Mo Kio,Intemedical Teck,Dr Lim Wei Khoon,338 Ang Mo Kio,69049579,69049579,,https://www.google.com/maps/search/?api=1&query=Intemedical+Teck%2C+338+Ang+Mo+Kio,Mon - Sat: 8:00am - 10:00pm,
Ang Mo Kio,Gee,Dr Daren Poh Kiat How | Dr Christie Chang,"Avenue 1, #01-1625, Singapore 560338",80616220,80616220,,https://www.google.com/maps/search/?api=1&query=Gee%2C+Avenue+1%2C+%2301-1625%2C+Singapore+560338,(WhatsApp Sun: 8:00am - 4:00pm Only) | PH: 8:00am - 10:00pm,(WhatsApp Sun: 8:00am - 4:00pm Only)
Ang Mo Kio,Keystone Clinic & Surgery (Ang Mo Kio),Dr Pang Yu Xian | Dr Woo Bo Jun,"632 Ang Mo Kio, Avenue 4, #01-966, Singapore 560632",69046976,69046976,,https://www.google.com/maps/search/?api=1&query=Keystone+Clinic+%26+Surgery+%28Ang+Mo+Kio%29%2C+632+Ang+Mo+Kio%2C+Avenue+4%2C+%2301-966%2C+Singapore+560632,Mon - Sun: 8:00am - 8:00pm | PH: 8:00am - 8:00pm,
Ang Mo Kio,Ki Medical Clinic,Dr Ki Yong Hao Alex,"416 Ang Mo Kio, Avenue 10, #01-975, Singapore 560416",64554475,64554475,,https://www.google.com/maps/search/?api=1&query=Ki+Medical+Clinic%2C+416+Ang+Mo+Kio%2C+Avenue+10%2C+%2301-975%2C+Singapore+560416,Mon - Thurs: 8:00am - 12:00pm 2:30pm - 4:30pm 6:00pm - 9:00pm | Fri: 8:00am - 12:00pm 6:00pm - 9:00pm | Sat & Sun: 8:00am - 12:00pm 6:00pm - 8:30pm | PH: 8:00am - 12:00pm (Only on selected PH - To call the clinic to confirm),
Ang Mo Kio,Pancare Medical Clinic (Ang Mo Kio),Dr Ong Guan Hong,"133 Ang Mo Kio, Avenue 3, #01-1643, Singapore 560133",62583186,62583186,,https://www.google.com/maps/search/?api=1&query=Pancare+Medical+Clinic+%28Ang+Mo+Kio%29%2C+133+Ang+Mo+Kio%2C+Avenue+3%2C+%2301-1643%2C+Singapore+560133,Mon: 8:00am - 1:00pm 2:00pm - 5:00pm 6:00pm - 9:00pm | Tues & Fri: 8:00am - 1:00pm 2:00pm - 5:00pm | Wed & Thurs: 8:00am - 1:00pm 6:00pm - 9:00pm | Sat & Sun: 8:00am - 1:00pm | PH: 8:00am - 1:00pm,
Ang Mo Kio,Procare GP Clinic Mayflower,Dr Madeleine Tan Qiao Si Chee Wei | Dr Samuel Tham,"163 Ang Mo Kio, Avenue 4, #01-436, Singapore 560163",65139568,65139568 | 87994737,,https://www.google.com/maps/search/?api=1&query=Procare+GP+Clinic+Mayflower%2C+163+Ang+Mo+Kio%2C+Avenue+4%2C+%2301-436%2C+Singapore+560163,Mon - Fri: 8:00am - 2:00pm 6:00pm - 9:00pm (WhatsApp Only) Sun & PH: 8:00am - 1:00pm | Closed on Sat,
Ang Mo Kio,SATA CommHealth (Ang Mo Kio),Dr Tang Teck Ung,"715 Ang Mo Kio, Avenue 6, #01-4008/4010, Singapore 560715",65545080,65545080,,https://www.google.com/maps/search/?api=1&query=SATA+CommHealth+%28Ang+Mo+Kio%29%2C+715+Ang+Mo+Kio%2C+Avenue+6%2C+%2301-4008%2F4010%2C+Singapore+560715,Mon - Fri: 8:30am - 12:30pm 1:30pm - 5:00pm | Sat: 8:30am - 12:30pm | Closed on Sun & PH,
Ang Mo Kio,Summit Medical Clinic,Dr Yap Gim Hong,"632 Ang Mo Kio, Avenue 4, #01-956, Singapore 560632",64560060,64560060,,https://www.google.com/maps/search/?api=1&query=Summit+Medical+Clinic%2C+632+Ang+Mo+Kio%2C+Avenue+4%2C+%2301-956%2C+Singapore+560632,Mon - Fri: 8:30am - 12:30pm 1:30pm - 3:30pm | Sat: 8:30am - 12:30pm | Closed on Sun & PH,
Ang Mo Kio,Trust Health Medical,Dr Lee Hui Mean,"554 Ang Mo Kio, Avenue 10, #01-2048, Singapore 560554",69707533,69707533,,https://www.google.com/maps/search/?api=1&query=Trust+Health+Medical%2C+554+Ang+Mo+Kio%2C+Avenue+10%2C+%2301-2048%2C+Singapore+560554,Mon - Fri: 9:00am - 12:30pm 1:30pm - 4:30pm | Sat: 9:00am - 1:00pm | Closed on Sun & PH,
Ang Mo Kio,Vital-Care Clinic & Surgery Pte Ltd,Dr Guo Yuxiao | Dr Chen Lin,"525 Ang Mo Kio, Avenue 10, #01-2399, Singapore 560525",62565154,62565154,,https://www.google.com/maps/search/?api=1&query=Vital-Care+Clinic+%26+Surgery+Pte+Ltd%2C+525+Ang+Mo+Kio%2C+Avenue+10%2C+%2301-2399%2C+Singapore+560525,Mon - Fri: 8:00am - 1:00pm 2:00pm - 5:00pm | Sat: 8:00am - 12:30pm | Closed on Sun & PH,
Ang Mo Kio,Well Family Clinic & Surgery,Dr Alvin Wong,"555 Ang Mo Kio, Avenue 10, #01-1948, Singapore 560555",64549519,64549519,,https://www.google.com/maps/search/?api=1&query=Well+Family+Clinic+%26+Surgery%2C+555+Ang+Mo+Kio%2C+Avenue+10%2C+%2301-1948%2C+Singapore+560555,Mon - Sun: 9:00am - 10:00pm | PH: 9:00am - 10:00pm,
Ang Mo Kio,1 Medical Teck Ghee,Dr Lim Kai Hung | Dr Jovan Lai Jia Qing,"410 Ang Mo Kio, Avenue 10, #01-837, Singapore 560410",62517030,62517030,,https://www.google.com/maps/search/?api=1&query=1+Medical+Teck+Ghee%2C+410+Ang+Mo+Kio%2C+Avenue+10%2C+%2301-837%2C+Singapore+560410,Mon - Sun: 7:00am - 11:00pm | PH: 7:00am - 1:00pm 6:00pm - 11:00pm,
Balestier,Family Health Clinic & Surgery,Dr Wong Ted Min,"2 Balestier Road, #01-651, Singapore 320002",62542440,62542440,,https://www.google.com/maps/search/?api=1&query=Family+Health+Clinic+%26+Surgery%2C+2+Balestier+Road%2C+%2301-651%2C+Singapore+320002,Mon - Fri: 9:00am - 12:30pm 2:00pm - 5:30pm | Sat: 9:00am - 12:30pm | Closed on Sun & PH,
Balestier,Heal Medical Centre,Dr Fong Lian Im,"262 Balestier Road, #04-01/02, OKIO Building, Singapore 329714",62509550,62509550,,https://www.google.com/maps/search/?api=1&query=Heal+Medical+Centre%2C+262+Balestier+Road%2C+%2304-01%2F02%2C+OKIO+Building%2C+Singapore+329714,Mon - Fri: 9:00am - 5:00pm | Sat: 9:00am - 1:00pm | Closed on Sun & PH,
Balestier,Healthify Medical Family Clinic,Dr Lim Kheng Teong,"262 Balestier Road, #01-04, OKIO Building, Singapore 329714",69779773,69779773,,https://www.google.com/maps/search/?api=1&query=Healthify+Medical+Family+Clinic%2C+262+Balestier+Road%2C+%2301-04%2C+OKIO+Building%2C+Singapore+329714,"Mon, Tues & 8:30am - 1:00pm | Thurs: 2:00pm - 5:00pm 6:00pm - 8:30pm | Wed & Fri: 8:30am - 1:00pm 2:00pm - 5:00pm | Sat: 8:30am - 1:00pm | Closed on Sun & PH",
Balestier,Livewell Medical Family Clinic,Dr Chong Soon Thye,"20 Ah Hood Road, #01-08, Zhongshan Mall, Singapore 329984",69099888,69099888,,https://www.google.com/maps/search/?api=1&query=Livewell+Medical+Family+Clinic%2C+20+Ah+Hood+Road%2C+%2301-08%2C+Zhongshan+Mall%2C+Singapore+329984,Mon & Wed: 8:30am - 1:30pm 6:00pm - 9:30pm | Tues & Fri: 8:30am - 1:30pm | Thurs: 8:30am - 1:00pm 2:00pm - 5:30pm | Sat & Sun: 6:30pm - 9:30pm | PH: 6:30pm - 9:30pm (Only on selected PH - To call the clinic to confirm),
Balestier,mydoctor@Balestier,Dr Kannan S/O Sunderaraj | Dr Choo Kay Wee,"360 Balestier Road, #01-01, Shaw Plaza, Singapore 329783",69048264,69048264,,https://www.google.com/maps/search/?api=1&query=mydoctor%40Balestier%2C+360+Balestier+Road%2C+%2301-01%2C+Shaw+Plaza%2C+Singapore+329783,Mon - Fri: 8:30am - 1:00pm 6:00pm - 9:00pm | Sat & Sun: 8:30am - 12:30pm | PH: 8:30am - 12:30pm,
Balestier,Oaklife Family Clinic,"Dr Melody Jacquelyn Daniel | Dr Lim Chong Soon,","592G Balestier Road, Singapore 329902",69808568,69808568,,https://www.google.com/maps/search/?api=1&query=Oaklife+Family+Clinic%2C+592G+Balestier+Road%2C+Singapore+329902,Mon - Fri: 8:30am - 1:00pm 4:00pm - 8:30pm | Sat: 8:30am - 1:00pm | Sun: 5:00pm - 8:30pm | Closed on PH,
Balestier,Plushealth Medical Clinic & Surgery,Dr Kee Bang Heng,"89 Whampoa Drive, #01-841, Singapore 320089",62647845,62647845,,https://www.google.com/maps/search/?api=1&query=Plushealth+Medical+Clinic+%26+Surgery%2C+89+Whampoa+Drive%2C+%2301-841%2C+Singapore+320089,Mon - Thurs: 8:30am - 12:30pm 2:00pm - 4.30pm 6:00pm - 9:00pm | Fri: 8:30am - 12:30pm 2:00pm - 4:30pm | Sat & Sun: 9:00am - 1:00pm | Closed on PH,
Bedok,Balkis Family Clinic,Dr Balkis Akbar Ali,"631 Bedok Reservoir, Road, #01-968, Singapore 470631",64454711,64454711,,https://www.google.com/maps/search/?api=1&query=Balkis+Family+Clinic%2C+631+Bedok+Reservoir%2C+Road%2C+%2301-968%2C+Singapore+470631,Mon - Thurs: 8:00am - 12:00pm 2:00pm - 6:00pm | Fri - Sun: 9:00am - 12:00pm | Closed on PH,
Bedok,Bedok Clinic and Surgery Family Medical Centre,Dr Fong Khee Leng,"17 Bedok South Road, #01-565, Singapore 460017",62410943,62410943,,https://www.google.com/maps/search/?api=1&query=Bedok+Clinic+and+Surgery+Family+Medical+Centre%2C+17+Bedok+South+Road%2C+%2301-565%2C+Singapore+460017,Mon - Fri: 9:30am - 1:00pm 2:30pm - 5:00pm 6:00pm - 8:00pm | Sat: 9:30am - 12:30pm | Closed on Sun & PH,
Bedok,Bok Family Clinic Pte Ltd,Dr Bok Teck Sun,"117 Bedok Reservoir, Road, #01-58, Singapore 470117",67478200,67478200,,https://www.google.com/maps/search/?api=1&query=Bok+Family+Clinic+Pte+Ltd%2C+117+Bedok+Reservoir%2C+Road%2C+%2301-58%2C+Singapore+470117,Mon - Thurs: 9:00am - 12:30pm 3:00pm - 4:30pm 8:00pm - 9:00pm | Fri: 9:00am - 12:30pm 3:00pm - 4:30pm | Sat & Sun: 9:00am - 12:30pm | Closed on PH,
Bedok,Carelite Medical Clinic,Dr Ek Jen Lih,"18 Bedok South Road, #01- 67, Singapore 460018",62612410,62612410,,https://www.google.com/maps/search/?api=1&query=Carelite+Medical+Clinic%2C+18+Bedok+South+Road%2C+%2301-+67%2C+Singapore+460018,Mon - Fri: 8:30am - 1:00pm 2:00pm - 5:00pm | Sat: 8:30am - 1:00pm | Closed on Sun & PH,
Bedok,Clinic@Costa,Dr Nam Min Fern Alvina,"84 Bayshore Road, #01-35/36, Singapore 469994",62433638,62433638,,https://www.google.com/maps/search/?api=1&query=Clinic%40Costa%2C+84+Bayshore+Road%2C+%2301-35%2F36%2C+Singapore+469994,"Mon, Tues & 8:30am - 2:30pm | Thurs: 6:30pm - 9:00pm | Wed & Fri: 8:30am - 2:30pm | Sat: 8:30am - 1:00pm | Closed on Sun & PH",
Bedok,Eastern Medical Centre,Dr Fong Chiu Yan,"631 Bedok Reservoir, Road, #01-896, Singapore 470631",64487628,64487628,,https://www.google.com/maps/search/?api=1&query=Eastern+Medical+Centre%2C+631+Bedok+Reservoir%2C+Road%2C+%2301-896%2C+Singapore+470631,"Mon, Tues & 8:30am - 1:00pm | Thurs: 2:00pm - 4:30pm | Wed, Fri & Sat: 8:30am - 1:00pm | Closed on Sun & PH",
Bedok,EH Medical Family Clinic (Bedok South),Dr Loo Chun Hao,"152A Bedok South, Road, #01-05, Singapore 461152",63224226,63224226,,https://www.google.com/maps/search/?api=1&query=EH+Medical+Family+Clinic+%28Bedok+South%29%2C+152A+Bedok+South%2C+Road%2C+%2301-05%2C+Singapore+461152,Mon - Thurs: 8:30am - 2:00pm 5:00pm - 9:30pm | Fri: 8:30am - 2:00pm | Sat & Sun: 8:30am - 12:30pm | Closed on PH,
Bedok,Faith Clinic (Bedok),Dr Chan Yandong Dave,"746 Bedok Reservoir, Road, #01-3013, Singapore 470746",67020820,67020820,,https://www.google.com/maps/search/?api=1&query=Faith+Clinic+%28Bedok%29%2C+746+Bedok+Reservoir%2C+Road%2C+%2301-3013%2C+Singapore+470746,Mon - Fri: 8:30am - 4:30pm 6:30pm - 9:00pm | Sat - Sun: 8:30am - 1:00pm | PH: 8:30am - 1:00pm,
Bedok,Famicare Bedok Clinic,Dr Dheeraj Khiatani,"158 Bedok South, Avenue 3, #01-581, Singapore 460158",64428373,64428373,,https://www.google.com/maps/search/?api=1&query=Famicare+Bedok+Clinic%2C+158+Bedok+South%2C+Avenue+3%2C+%2301-581%2C+Singapore+460158,*Mon - Fri: 11:00am - 7:30pm *Sat: 10:00am - 4:30pm *Sun: 10:00am - 2:00pm | Closed on PH (*) Please call clinic to fix appointment,
Bedok,Gryphon Medical Clinic,"Dr Khoo Junn Wei, Mark","59 New Upper Changi, Road, #01-1268, Singapore 461059",63486914,63486914,,https://www.google.com/maps/search/?api=1&query=Gryphon+Medical+Clinic%2C+59+New+Upper+Changi%2C+Road%2C+%2301-1268%2C+Singapore+461059,Mon - Fri: 8:00am - 1:00pm 2:00pm - 5:00pm 6:00pm - 9:00pm | Sat & Sun: 8:00am - 1:00pm | PH: 8:00am - 1:00pm,
Bedok,Good Medical Clinic (Bedok North),Dr Seng Yi Feng Melvin | Dr Wei Enli Wycliffe Feng | Dr Rachel Loh Cai | Dr Yang Guirong,"136 Bedok North, Avenue 3, #01-152, Singapore 460136",62092452,62092452,,https://www.google.com/maps/search/?api=1&query=Good+Medical+Clinic+%28Bedok+North%29%2C+136+Bedok+North%2C+Avenue+3%2C+%2301-152%2C+Singapore+460136,Mon - Sun: 8.00am - 12:00pm 6:00pm - 10:00pm | PH: 8.00am - 12:00pm 6:00pm - 10:00pm,
Bedok,Healthplus Clinic & Surgery (Bedok),Dr Dina Quek,"631 Bedok Reservoir, Road, #01-898, Singapore 470631",64460529,64460529,,https://www.google.com/maps/search/?api=1&query=Healthplus+Clinic+%26+Surgery+%28Bedok%29%2C+631+Bedok+Reservoir%2C+Road%2C+%2301-898%2C+Singapore+470631,"Mon, Tues & 9:00am - 1:00pm | Thurs: 6:00pm - 9:00pm | Wed & Fri: 9:00am - 1:00pm | Sat & Sun: 9:00am - 1:00pm | Closed on PH",
Bedok,Healthway Medical Group NTC,Dr Tan Geok Jim,"59 New Upper Changi, Road, #01-1224, Singapore 461059",64431784,64431784,,https://www.google.com/maps/search/?api=1&query=Healthway+Medical+Group+NTC%2C+59+New+Upper+Changi%2C+Road%2C+%2301-1224%2C+Singapore+461059,"Mon, Tues, Fri* 9:00am - 1:30pm 3:30pm - 6:00pm | Wed & Thurs*: 9:00am - 1:30pm | Sat & Sun*: 9:00am - 12:00pm | Closed on PH* (*) - Clinic hours are subject to change. To call the clinic to confirm.",
Bedok,Healthway Medical (Lengkong Tiga),Dr Chua Chong Bing,"110 Lengkong Tiga, #01-231, Singapore 410110",67494062,67494062,,https://www.google.com/maps/search/?api=1&query=Healthway+Medical+%28Lengkong+Tiga%29%2C+110+Lengkong+Tiga%2C+%2301-231%2C+Singapore+410110,Mon - Thurs*: 8:30am - 1:00pm 2:00pm - 5:00pm 6:00pm -9:00pm | Fri*: 8:30am - 1:00pm 2:00pm - 5:00pm | Sat*: 8:30am - 1:00pm | Sun*: 9:00am - 12:30pm | PH*: 9:00am - 12:30pm (*) - Clinic hours are subject to change. To call the clinic to confirm.,
Bedok,HeartlandHealth (Bedok Central),Dr Eddie Tan Tung Wee | Dr Felicia Ng Kai Lin,"418 Bedok North, Avenue 2, #01-85, Singapore 460418",64441104,64441104,,https://www.google.com/maps/search/?api=1&query=HeartlandHealth+%28Bedok+Central%29%2C+418+Bedok+North%2C+Avenue+2%2C+%2301-85%2C+Singapore+460418,Mon - Sun: 8:00am - 1:00pm 6:00pm -11:00pm | PH: 8:00am - 1:00pm 6:00pm -11:00pm,
Bedok,HeartlandHealth (Bedok South),Dr Shahidah Bte Aziz | Dr Lee Kin Mun | Dr Eddie Tan Tung Wee | Dr Chua Zhi Wei Ignatius | Dr Fong Shi En Grace,"18 Bedok South Road, #01-69, Singapore 460018",62418812,62418812,,https://www.google.com/maps/search/?api=1&query=HeartlandHealth+%28Bedok+South%29%2C+18+Bedok+South+Road%2C+%2301-69%2C+Singapore+460018,Mon - Sun: 7:00am - 1:00pm 6:00pm -11:00pm | PH: 7:00am - 1:00pm 6:00pm -11:00pm,
Bedok,HeartlandHealth (New Upper Changi),Dr Kong Kah Shern Andy | Dr Chin Yuin Cheng Susanna | Dr Wong Janti | Dr Eddie Tan Tung Wee | Dr Fong Shi En Grace,"59 New Upper Changi, Road, #01-1268, Singapore 461059",64453100,64453100,,https://www.google.com/maps/search/?api=1&query=HeartlandHealth+%28New+Upper+Changi%29%2C+59+New+Upper+Changi%2C+Road%2C+%2301-1268%2C+Singapore+461059,Mon - Fri: 7:00am - 11:00pm | Sat & Sun: 7:00am - 1:00pm 6:00pm - 11:00pm | PH: 7:00am - 11:00pm,
Bedok,Iconcare Medical Clinic,Dr Chao Chien Chih Steven,"150 Bedok Reservoir, Road, #01-1733, Singapore 470150",68168800,68168800,,https://www.google.com/maps/search/?api=1&query=Iconcare+Medical+Clinic%2C+150+Bedok+Reservoir%2C+Road%2C+%2301-1733%2C+Singapore+470150,Mon - Fri: 9:00am - 12:30pm 2:30pm - 4:30pm 6:00pm - 8:30pm | Sat: 9:00am - 12:30pm | Sun: 9:00am - 12:30pm 6:00pm - 8:30pm | Closed on PH,
Bedok,Joy Family Clinic,Dr Penny Lo,"703 Bedok Reservoir, Road, #01-3506, Singapore 470703",64422483,64422483,,https://www.google.com/maps/search/?api=1&query=Joy+Family+Clinic%2C+703+Bedok+Reservoir%2C+Road%2C+%2301-3506%2C+Singapore+470703,"Mon, Tues & Fri: 9:00am - 1:00pm 2:00pm - 4:00pm | Wed: 9:00am - 1:00pm 2:00pm - 6:00pm | Thurs: 9:00am - 1:00pm | Sat: 9:00am - 12:00pm | Closed on Sun & PH",
Bedok,JoyHealth Medical Clinic,Dr Cheng Kah Ling Grace,"744 Bedok Reservoir, Road, #01-3027, Singapore 470744",67811868,67811868,,https://www.google.com/maps/search/?api=1&query=JoyHealth+Medical+Clinic%2C+744+Bedok+Reservoir%2C+Road%2C+%2301-3027%2C+Singapore+470744,Mon: 9:00am - 1:00pm 2:30pm - 7:00pm | Tues - Fri: 9:00am - 1:00pm 2:30pm - 5:30pm | Sat: 9:00am - 12:30pm | Closed on Sun & PH,
Bedok,JustCare Medical,Dr Jestin Chiew,"203 Bedok North, Street 1, #01-461, Singapore 460203",65303356,65303356,,https://www.google.com/maps/search/?api=1&query=JustCare+Medical%2C+203+Bedok+North%2C+Street+1%2C+%2301-461%2C+Singapore+460203,Mon - Fri: 8:30am - 1:00pm 6:00pm - 10:00pm | Sat & Sun: 8:30am - 1:00pm 2:00pm - 5:00pm 6:00pm - 10:00pm | PH: 8:30am - 1:00pm 2:00pm - 5:00pm 6:00pm - 10:00pm,
Bedok,Keystone Clinic & Surgery (Tanah Merah),Dr Ho Ying Jie | Dr Isaiah Lim Zhenlei,"57A New Upper Changi, Road, #01-1396, Singapore 462057",69043151,69043151,,https://www.google.com/maps/search/?api=1&query=Keystone+Clinic+%26+Surgery+%28Tanah+Merah%29%2C+57A+New+Upper+Changi%2C+Road%2C+%2301-1396%2C+Singapore+462057,Mon - Sun: 8:00am - 8:00pm | PH: 8:00am - 8:00pm,
Bedok,Liang Clinic,Dr Leong Wai Hoe Justin,"55 Siglap Road, #B1-15/16, Singapore 455871",62415944,62415944,,https://www.google.com/maps/search/?api=1&query=Liang+Clinic%2C+55+Siglap+Road%2C+%23B1-15%2F16%2C+Singapore+455871,Mon - Fri: 8:30am - 12:00pm 2:00pm - 5:00pm | Sat: 8:30am - 12:00pm | Closed on Sun & PH,
Bedok,Lusumu Family Clinic,Dr Seah Chiew Wan,"530 Bedok North, Street 3, #01-638, Singapore 460530",64459910,64459910,,https://www.google.com/maps/search/?api=1&query=Lusumu+Family+Clinic%2C+530+Bedok+North%2C+Street+3%2C+%2301-638%2C+Singapore+460530,Mon & Tues: 8:30am -12:30pm 6:30pm - 9:00pm | Wed - Sat: 8:30am -12:30pm | Closed on Sun & PH,
Bedok,Minmed Clinic (Bedok),Dr Yap Jun Jie Julian | Dr David Ng,"311 New Upper Changi, Road, #01-47/48, Bedok Mall, Singapore 467360",63830123,63830123,,https://www.google.com/maps/search/?api=1&query=Minmed+Clinic+%28Bedok%29%2C+311+New+Upper+Changi%2C+Road%2C+%2301-47%2F48%2C+Bedok+Mall%2C+Singapore+467360,Mon - Fri: 9:00am - 1:00pm 2:00pm - 5:00pm 6:00pm - 9:00pm | Sat & Sun: 9:00am - 1:00pm | PH: 9:00am - 1:00pm 2:00pm - 5:00pm,
Bedok,MyCare Medical,Dr Song Majinyang,55 Chai Chee Drive,60411205,60411205,,https://www.google.com/maps/search/?api=1&query=MyCare+Medical%2C+55+Chai+Chee+Drive,Mon - Thurs & 9:00am - 1:00pm,Mon - Thurs & 9:00am - 1:00pm
Bedok,Clinic,Dr Ding Xiao Liey,"#01-188, Singapore 460055",88826615,88826615,,https://www.google.com/maps/search/?api=1&query=Clinic%2C+%2301-188%2C+Singapore+460055,Sun: 2:00pm - 5:00pm (WhatsApp 6:00pm - 9:00pm Only) | Fri: 9:00am - 1:00pm 2:00pm - 5:00pm | Closed on Sat & PH,
Bedok,Northeast Medical Group (Bedok),Dr Wee Lay Kuan Amy,"531 Bedok North, Street 3, #01-692, Singapore 460531",64412402,64412402,,https://www.google.com/maps/search/?api=1&query=Northeast+Medical+Group+%28Bedok%29%2C+531+Bedok+North%2C+Street+3%2C+%2301-692%2C+Singapore+460531,"Mon, Tues, 9:00am - 1:00pm | Thurs & Fri: 2:00pm - 6:00pm | Wed: 9:00am - 1:00pm 2:00pm - 6:00pm 7:00pm - 10:00pm | Sat & Sun: 8:30am - 12:00pm | Closed on PH",
Bedok,Raffles Medical (Bedok North),Dr Christine Wong,"203 Bedok North, Street 1, #01-467, Singapore 460203",68449291,68449291,,https://www.google.com/maps/search/?api=1&query=Raffles+Medical+%28Bedok+North%29%2C+203+Bedok+North%2C+Street+1%2C+%2301-467%2C+Singapore+460203,Mon - Fri: 8:30am - 1:00pm 2:00pm - 5:30pm 6:30pm - 9:30pm | Sat & Sun: 8:30am - 1:00pm | PH: 8:30am - 1:00pm,
Bedok,SATA CommHealth Uttamram (Bedok),Dr Laura Kasenda | Dr Tho Ee Hunck | Dr Toh Khai San,"351 Chai Chee Street, SATA CommHealth, Building, Singapore 468982",62446718,62446718,,https://www.google.com/maps/search/?api=1&query=SATA+CommHealth+Uttamram+%28Bedok%29%2C+351+Chai+Chee+Street%2C+SATA+CommHealth%2C+Building%2C+Singapore+468982,Mon - Fri: 8:30am - 12:30pm 1:30pm - 5:00pm | Sat: 8:30am - 12:30pm | Closed on Sun & PH,
