location,clinic_name,doctors,address,contact_primary,contacts,contact_notes,google_maps_url,operating_hours_text,general_notes
Kallang,Low Medical 67 Clinic,Dr Low Kee Hwe,"Kallang Bahru, #01-447, Singapore 330067",62950805,62950805,,https://www.google.com/maps/search/?api=1&query=Low+Medical+67+Clinic%2C+Kallang+Bahru%2C+%2301-447%2C+Singapore+330067,Mon - Fri: 8:00am - 12:00pm 1:00pm - 3:00pm | Sat: 8:00am - 11:30am | Closed on Sun & PH,
Kallang,Bridgepoint 39 Health (Kallang),Dr Tay Zhi Yan Clare | Dr Christine Yong Yoke Kuen,"Jalan Tiga, #01-02, Singapore 390039",62413298,62413298,,https://www.google.com/maps/search/?api=1&query=Bridgepoint+39+Health+%28Kallang%29%2C+Jalan+Tiga%2C+%2301-02%2C+Singapore+390039,Mon - Fri: 8:30am - 1:00pm 2:00pm - 10:00pm | Sat & Sun: 8:30am - 6:00pm | PH: 8:30am - 1:00pm,
Kallang,T Medical Clinic 5 Kallang,Dr Tan Yuan Zi | Dr Koh Zhi Chen Kim,"Upper Boon Keng, Road, #01-14, Singapore 380005",69700882,69700882,,https://www.google.com/maps/search/?api=1&query=T+Medical+Clinic+5+Kallang%2C+Upper+Boon+Keng%2C+Road%2C+%2301-14%2C+Singapore+380005,"Mon - Fri: 8:30am - 12:30pm 6:00pm - 9:00pm | Sat: 9:00am - 12:00pm | Sun: 5:00pm - 9:00pm | PH: Closed, unless otherwise stated (To call the clinic to confirm)",
Kent Ridge,Kent Ridge Clinic 1,Dr Dhaliwal Davinder Singh | Dr Lo Ying Tai,"One@Kent Ridge, Lower Kent Ridge, Road, #01-40, Singapore 119082",69110565,69110565,,https://www.google.com/maps/search/?api=1&query=Kent+Ridge+Clinic+1%2C+One%40Kent+Ridge%2C+Lower+Kent+Ridge%2C+Road%2C+%2301-40%2C+Singapore+119082,"Mon, Tues & Fri: 9:00am - 1:00pm 2:00pm - 5:00pm 6:00pm - 9:00pm | Thurs: 9:00am - 1:00pm | Closed on Wed, Sat, Sun & PH",
Kent Ridge,Normanton 63 Medical Clinic (Normanton Park) Pte Ltd,Dr Daphne Lim Yan En | Dr Zhao Runfeng,"Normanton Park, #01-87, Singapore 117287",65135239,65135239,,https://www.google.com/maps/search/?api=1&query=Normanton+63+Medical+Clinic+%28Normanton+Park%29+Pte+Ltd%2C+Normanton+Park%2C+%2301-87%2C+Singapore+117287,Mon - Thurs: 9:00am - 2:00pm 6:00pm - 9:00pm | Fri: 9:00am - 2:00pm | Sun: 9:00am - 12:30pm | Closed on Sat & PH,
Kent Ridge,OneCare Clinic 1B (Kent Ridge),Dr Xue Mengchen,"Science Park Drive, #01-36, Geneo, Singapore 119315",64202775,64202775,,https://www.google.com/maps/search/?api=1&query=OneCare+Clinic+1B+%28Kent+Ridge%29%2C+Science+Park+Drive%2C+%2301-36%2C+Geneo%2C+Singapore+119315,Mon - Fri: 8:30am - 5:30pm | Sat: 8:30am - 12:30pm | Closed on Sun & PH,
Lavender,Belief Family Clinic,Dr Samuel Lau,"809 French Road, #02-32, Kitchener Complex, Singapore 200809",65924667,65924667,,https://www.google.com/maps/search/?api=1&query=Belief+Family+Clinic%2C+809+French+Road%2C+%2302-32%2C+Kitchener+Complex%2C+Singapore+200809,Mon - Fri: 9:00am - 4:30pm 5:00pm - 8:00pm | Sat: 9:00am - 1:00pm | Closed on Sun & PH,
Lavender,Pancare Medical Clinic (Lavender),Dr Tang Lai Yee,"465 North Bridge Road, #01-5073, Singapore 191465",65179986,65179986 | 86868476,,https://www.google.com/maps/search/?api=1&query=Pancare+Medical+Clinic+%28Lavender%29%2C+465+North+Bridge+Road%2C+%2301-5073%2C+Singapore+191465,Mon: 8:00am - 1:00pm 2:00pm - 5:00pm (WhatsApp 6:00pm - 9:00pm only) | Tues: 8:00am - 1:00pm 2:00pm - 5:00pm | Wed - Sat: 8:00am - 1:00pm | Closed on Sun & PH,
Lakeside,Family Point Clinic and Surgery,Dr Yang Tuck Fook,"399 Yung Sheng Road, #01-55, Singapore 610399, (Taman Jurong, Shopping Centre)",62680232,62680232,,https://www.google.com/maps/search/?api=1&query=Family+Point+Clinic+and+Surgery%2C+399+Yung+Sheng+Road%2C+%2301-55%2C+Singapore+610399%2C+%28Taman+Jurong%2C+Shopping+Centre%29,Mon - Fri: 8:30am - 12:30pm 2:00pm - 4:30pm | Sat & Sun: 8:30am - 12:30pm | Closed on PH,
Little India,Edgedale 40 Medical Clinic (Cambridge),Dr Yan Shiyuan,"Cambridge Road, #01-115, Singapore 210040",62921088,62921088,,https://www.google.com/maps/search/?api=1&query=Edgedale+40+Medical+Clinic+%28Cambridge%29%2C+Cambridge+Road%2C+%2301-115%2C+Singapore+210040,"Mon - Fri: 9:00am - 12:00pm | Closed on Sat, Sun & PH",
Little India,ESC 1 Cardiovascular & Medical Clinic,Dr Chong Eric,"Farrer Park Station, Road, #15-01, Farrer Park Medical, Centre, Singapore 217562",68220120,68220120 | 90695542,,https://www.google.com/maps/search/?api=1&query=ESC+1+Cardiovascular+%26+Medical+Clinic%2C+Farrer+Park+Station%2C+Road%2C+%2315-01%2C+Farrer+Park+Medical%2C+Centre%2C+Singapore+217562,Mon - Fri: 9:00am - 5:00pm (WhatsApp Sat - Sun: 9:00am - 1:00pm Only) | Closed on PH,
Little India,HMI Medical 12 Centre,Dr Chu Wan Wing Vivian,"Farrer Park Station, Road, Singapore 217565",63226333,63226333 | 96552101,,https://www.google.com/maps/search/?api=1&query=HMI+Medical+12+Centre%2C+Farrer+Park+Station%2C+Road%2C+Singapore+217565,Mon - Sun: 8:00am - 12:00am (WhatsApp PH: 8:00am - 12:00am only),
Little India,Little Haven Family Clinic,Dr Khor Teik Heng Dex,"180 Kitchener Rd, #06-02, City Square Mall, Singapore 208539",62381000,62381000 | 87996283,,https://www.google.com/maps/search/?api=1&query=Little+Haven+Family+Clinic%2C+180+Kitchener+Rd%2C+%2306-02%2C+City+Square+Mall%2C+Singapore+208539,Mon: 8:30am - 12:30pm 4:30pm - 7:30pm (WhatsApp only) Tues - Fri: 8:30am - 12:30pm 1:30pm - 5:30pm | Sat (Alternate): 8:30am - 12:30pm | Closed on Sun & PH,Sat (Alternate): 8:30am - 12:30pm
Little India,Shifa Clinic and Surgery (Little India),Dr Mohamed Baisal Abdul Nassar | Dr Mohamed Ghazali | Dr Mohan Mogilan | Dr Aliakbar Fazuludeen,"668 Chander Road, #01-20, Singapore 210668",62957667,62957667 | 98120565,,https://www.google.com/maps/search/?api=1&query=Shifa+Clinic+and+Surgery+%28Little+India%29%2C+668+Chander+Road%2C+%2301-20%2C+Singapore+210668,Mon - Fri: 9:00am - 1:00pm 2:00pm - 9:00pm (WhatsApp Only) Sat - Sun: 9:00am - 1:00pm 2:00pm - 7:00pm | PH: 9:00am - 1:00pm 2:00pm - 7:00pm,
Little India,Stella Maris Family Clinic & Surgery,Dr Serena Soosay,"668 Chander Road, #01-24, Singapore 210668",62962777,62962777,,https://www.google.com/maps/search/?api=1&query=Stella+Maris+Family+Clinic+%26+Surgery%2C+668+Chander+Road%2C+%2301-24%2C+Singapore+210668,"Mon, Tues & 8:00am - 1:00pm | Thurs: 2:00pm - 5:00pm | Wed: 8:00am - 1:00pm 2:00pm - 6:30pm | Fri: 8:00am - 1:00pm 2:00pm - 5:30pm | Sat: 9:00am - 1:00pm 4:00pm - 6:30pm | Sun: 1:30pm - 6:30pm | Closed on Friday & PH",
Little India,57 Medical 41 Clinic (Pek Kio),Dr Loke Ea Ling,"Cambridge Road, #01-17, Singapore 210041",65399237,65399237,,https://www.google.com/maps/search/?api=1&query=57+Medical+41+Clinic+%28Pek+Kio%29%2C+Cambridge+Road%2C+%2301-17%2C+Singapore+210041,"Mon, Wed & 8:00am - 1:00pm | Thurs: 6:00pm - 9:00pm | Tues, Fri & Sat: 8:00am - 1:00pm | Sun: 9:00am - 12:00pm | PH: 9:00am - 12:00pm",
Macpherson,Bartley Clinic,Dr Pengiran Hishamuddin Bin Pengiran Badaruddin | Dr Faith Choo,"187 Upper Paya Lebar, Road, Singapore 534869",60221661,60221661,,https://www.google.com/maps/search/?api=1&query=Bartley+Clinic%2C+187+Upper+Paya+Lebar%2C+Road%2C+Singapore+534869,Mon - Fri: 8:30am - 1:00pm 2:00pm - 5:00pm | Sat: 8:30am - 12:30pm | Closed on Sun & PH,
Macpherson,Bethesda Medical @MacPherson,Dr Aw Suet Chee,"601 Macpherson Road, #01-03/04, Grantral Mall, Singapore 368242",69046678,69046678,,https://www.google.com/maps/search/?api=1&query=Bethesda+Medical+%40MacPherson%2C+601+Macpherson+Road%2C+%2301-03%2F04%2C+Grantral+Mall%2C+Singapore+368242,Mon - Fri: 8:30am - 1:00pm 2:00pm - 5:30pm | Sat: 8:30am - 1:00pm | Closed on Sun & PH (CNY Eve: 8:30am - 1:00pm),
Macpherson,Care & Cure Medical Clinic and Surgery,Dr Ankita Dey,"76 Circuit Road, #01-07, MacPherson Blossom, Singapore 370076",60220244,60220244 | 89477590,,https://www.google.com/maps/search/?api=1&query=Care+%26+Cure+Medical+Clinic+and+Surgery%2C+76+Circuit+Road%2C+%2301-07%2C+MacPherson+Blossom%2C+Singapore+370076,Mon - Fri: 8:30am - 3:30pm 4:30pm - 9:00pm (WhatsApp Only) Sat & Sun: 5:00pm - 9:00pm | Closed on PH,
Macpherson,Care For You Medical Clinic,Dr Choo Chin Foo Denyna,"86 Circuit Road, #01-1003, Singapore 370086",66127196,66127196,,https://www.google.com/maps/search/?api=1&query=Care+For+You+Medical+Clinic%2C+86+Circuit+Road%2C+%2301-1003%2C+Singapore+370086,Mon - Fri: 8:00am - 1:00pm 2:00pm - 5:00pm | Sat: 8:00am - 12:00pm | Closed on Sun & PH,
Macpherson,FairCare Family Clinic (Macpherson),Dr Men Xi,"76 Circuit Road, #01-03, Macpherson, Singapore 370076",60220869,60220869,,https://www.google.com/maps/search/?api=1&query=FairCare+Family+Clinic+%28Macpherson%29%2C+76+Circuit+Road%2C+%2301-03%2C+Macpherson%2C+Singapore+370076,Mon - Fri: 8:30am - 9:00pm | Sat & Sun: 8:30am - 1:00pm | PH: Refer to google opening hours,
Macpherson,Healthlink 5 Medical Clinic & Surgery Pte Ltd,Dr Rodney Lim Soon Aun,"Upper Aljunied Lane, #01-46, Singapore 360005",62890885,62890885,,https://www.google.com/maps/search/?api=1&query=Healthlink+5+Medical+Clinic+%26+Surgery+Pte+Ltd%2C+Upper+Aljunied+Lane%2C+%2301-46%2C+Singapore+360005,Mon - Thurs: 8:30am - 12:30pm 2:00pm - 4:30pm 6:30pm - 9:00pm | Fri - Sun: 8:30am - 12:30pm | PH: 8:30am - 12:30pm (except some PH; to call the clinic to confirm),
Macpherson,HeartlandHealth (Circuit Road),Dr Fairuz Bin Ahmad | Dr Wong Kai Zong | Dr Fong Shi En Grace,"88 Circuit Road, #01-965, Singapore 370088",65478840,65478840,,https://www.google.com/maps/search/?api=1&query=HeartlandHealth+%28Circuit+Road%29%2C+88+Circuit+Road%2C+%2301-965%2C+Singapore+370088,Mon - Wed: 7:00am - 11:00pm | Thurs - Sun: 7:00am - 1:00pm 6:00pm - 11:00pm | PH: 7:00am - 1:00pm 6:00pm - 11:00pm,
Macpherson,Kindred Family Clinic (MacPherson),Dr Low Yi Ling Elaine | Dr Wong Wooi Seng | Dr Wong Yone Chuen | Dr Kwee Ann Kerwen,"76 Circuit Road, #02-08, Singapore 370076",62351182,62351182,,https://www.google.com/maps/search/?api=1&query=Kindred+Family+Clinic+%28MacPherson%29%2C+76+Circuit+Road%2C+%2302-08%2C+Singapore+370076,Mon - Thurs: 8:30am - 1:00pm 2:00pm - 5:00pm 6:00pm - 9:00pm | Fri: 8:30am - 1:00pm 2:00pm - 5:00pm | Sat & Sun: 8:30am - 1:00pm | Closed on PH,
Macpherson,Lee & Tan Family Clinic and Surgery,Dr Lee Yik Voon,"72 Circuit Road, #01-03, Singapore 370072",67456877,67456877,,https://www.google.com/maps/search/?api=1&query=Lee+%26+Tan+Family+Clinic+and+Surgery%2C+72+Circuit+Road%2C+%2301-03%2C+Singapore+370072,Mon - Fri: 9:00am - 12:00pm 1:00pm - 3:30pm 7:00pm - 9:30pm | Sat & Sun: 9:00am - 12:00pm | Closed on PH,
Macpherson,LifeCare Medical Centre,Dr Lee Wee Chieh,"36 Circuit Road, #01-416, Singapore 370036",67461533,67461533,,https://www.google.com/maps/search/?api=1&query=LifeCare+Medical+Centre%2C+36+Circuit+Road%2C+%2301-416%2C+Singapore+370036,Mon - Fri: 8:30am - 3:00pm 6:30pm - 9:00pm | Sat: 8:30am - 12:00pm | Closed on Sun & PH,
Macpherson,YSL Aljunied 5 Clinic & Surgery,Dr Soh Yu Da,"Upper Aljunied Lane, #01-42, Singapore 360005",63430626,63430626,,https://www.google.com/maps/search/?api=1&query=YSL+Aljunied+5+Clinic+%26+Surgery%2C+Upper+Aljunied+Lane%2C+%2301-42%2C+Singapore+360005,Mon - Fri: 8:30am - 3:00pm 6:30pm - 9:00pm | Sat & Sun: 8:30am - 12:30pm | PH: 8:30am - 12:30pmS,
Marine Parade,Advantage 80 Medical Clinic (Parkway Parade),Dr Alex Yeo | Dr Vivyan Tay Brendan | Dr Yap Kee Yang,"Marine Parade Road, #06-01 & 02, Parkway Parade, Office, Tower, Singapore 449269",60150207,60150207,,https://www.google.com/maps/search/?api=1&query=Advantage+80+Medical+Clinic+%28Parkway+Parade%29%2C+Marine+Parade+Road%2C+%2306-01+%26+02%2C+Parkway+Parade%2C+Office%2C+Tower%2C+Singapore+449269,Mon - Fri: 9:00am - 1:00pm 2:00pm - 6:00pm | Sat: 9:00am - 1:00pm | Closed on Sun & PH,
Marine Parade,CareHub 13 Medical Clinic,Dr Sean Lai Han Sheng,"Marine Terrace, #01-176, Singapore 440013",60380397,60380397,,https://www.google.com/maps/search/?api=1&query=CareHub+13+Medical+Clinic%2C+Marine+Terrace%2C+%2301-176%2C+Singapore+440013,Mon - Fri: 8:30am - 1:00pm 2:00pm - 5:00pm 6:00pm - 9:00pm | Sat 8:30am - 1:00pm | Closed on Sun & PH,
Marine Parade,Central [Clinic + 81 Surgery] Marine Parade,Dr Yap Chiou Yung,"Marine Parade, Central, #01-630, Singapore 440081",63466277,63466277,,https://www.google.com/maps/search/?api=1&query=Central+%5BClinic+%2B+81+Surgery%5D+Marine+Parade%2C+Marine+Parade%2C+Central%2C+%2301-630%2C+Singapore+440081,Mon - Sat: 8:00am - 6:00pm | Sun: 8:00am - 1:00pm | Closed on PH,
Marine Parade,DR+ Medical & Paincare East Coast,Dr Kwong Seh Meng,"146 East Coast Road, Singapore 428835",63200116,63200116,,https://www.google.com/maps/search/?api=1&query=DR%2B+Medical+%26+Paincare+East+Coast%2C+146+East+Coast+Road%2C+Singapore+428835,"Mon, Wed & 8:00am - 2:00pm | Thurs: 6:00pm - 9:00pm | Tues & Fri: 8:00am - 2:00pm | Sat: 8:00am - 12:00pm | Sun: 10:00am - 1:00pm | Closed on PH",
Marine Parade,East Coast Family Clinic,Dr Kiran Kashyap | Dr Simrit Kaur Dang Sathiamurthy | Dr Sujatha | Dr Trisha Upadhyaya,"121 Meyer Road, #01-05, The Makena, Singapore 437932",64404556,64404556,,https://www.google.com/maps/search/?api=1&query=East+Coast+Family+Clinic%2C+121+Meyer+Road%2C+%2301-05%2C+The+Makena%2C+Singapore+437932,"Mon, Tues & 8:30am - 3:00pm | Thurs: 6:30pm - 8:30pm | Wed: 8:30am - 12:30pm | Fri: 8:30am - 3:00pm | Sat & Sun: 9:00am - 12:30pm | PH: On selected PH (To call the clinic to confirm)",
Marine Parade,Inspire Medical 8 Clinic (Jalan Batu),Dr Hoo Chee How | Dr Loh Wei Liang | Dr Tan Yingze,"Jalan Batu, #01-11, Singapore 431008",88157214,88157214,,https://www.google.com/maps/search/?api=1&query=Inspire+Medical+8+Clinic+%28Jalan+Batu%29%2C+Jalan+Batu%2C+%2301-11%2C+Singapore+431008,Mon - Fri: 9:00am - 7:00pm | Sat & Sun: 9:00am - 3:00pm | PH: 9:00am - 3:00pm (To call the clinic to confirm),
Marine Parade,International 88 Medical Clinic (Katong),Dr Charu Malik Narayanan | Dr Maria Tang | Dr Vinodhini Elangovan,"East Coast Road, #02-07, Katong Square, Singapore 423371",63424440,63424440,,https://www.google.com/maps/search/?api=1&query=International+88+Medical+Clinic+%28Katong%29%2C+East+Coast+Road%2C+%2302-07%2C+Katong+Square%2C+Singapore+423371,Mon - Fri: 9:00am - 5:30pm | Sat 9:00am - 1:00pm | Closed on Sun & PH,
Marine Parade,Kenneth Tan Medical Clinic (Joo Chiat),Dr Tan Kian Wee Kenneth,"172 Joo Chiat Road, #01-01, Singapore 427443",69201952,69201952,,https://www.google.com/maps/search/?api=1&query=Kenneth+Tan+Medical+Clinic+%28Joo+Chiat%29%2C+172+Joo+Chiat+Road%2C+%2301-01%2C+Singapore+427443,"Mon - Fri: By Appointment Only | Closed on Sat, Sun & PH",
Marine Parade,Marine Parade 59 Clinic,Dr Kong Kum Leng | Dr Kong Jun Cheong,"Marine Terrace, #01-81, Singapore 440059",62419065,62419065,,https://www.google.com/maps/search/?api=1&query=Marine+Parade+59+Clinic%2C+Marine+Terrace%2C+%2301-81%2C+Singapore+440059,Mon: 8:30am - 9:00pm | Tues - Fri: 8:30am - 6:00pm | Sat & Sun: 8:30am - 12:30pm | Closed on PH,
Marine Parade,Marine Terrace 57 Family Clinic,Dr Ong Chong Sen,"Marine Terrace, #01-129, Singapore 440057",64420188,64420188,,https://www.google.com/maps/search/?api=1&query=Marine+Terrace+57+Family+Clinic%2C+Marine+Terrace%2C+%2301-129%2C+Singapore+440057,Mon - Thurs: 7:30am - 10:00am 3:30pm - 8:00pm | Fri: 7:30am - 10:00am | Sat: 7:30am - 8:30am | Sun: 7:30am - 12:00pm | Closed on PH,
Marine Parade,Mediline Wei 81 Min Clinic (Marine Parade),Dr Andre Ng,"Marine Parade, Central, #01-634, Singapore 440081",83803177,83803177,,https://www.google.com/maps/search/?api=1&query=Mediline+Wei+81+Min+Clinic+%28Marine+Parade%29%2C+Marine+Parade%2C+Central%2C+%2301-634%2C+Singapore+440081,Mon - Thurs: 8:00am - 2:00pm 3:00pm - 8:00pm | Fri: 8:00am - 2:00pm 3:00pm - 6:00pm | Sat: 8:00am - 1:00pm 2:00pm - 6:00pm | Sun: 8:00am - 2:00pm 3:00pm - 6:00pm | PH: 8:00am - 2:00pm 3:00pm - 6:00pm,
Marine Parade,57 Medical 1 Clinic (Parkway Centre),Dr Chen Yan Jun Jean,"Marine Parade Central, #02-05, Singapore 449408",62149612,62149612,,https://www.google.com/maps/search/?api=1&query=57+Medical+1+Clinic+%28Parkway+Centre%29%2C+Marine+Parade+Central%2C+%2302-05%2C+Singapore+449408,"Mon, Wed & 8:00am - 1:00pm | Thurs: 2:00pm - 5:00pm 6:00pm - 9:00pm | Tues, Fri & Sat: 8:00am -1:00pm | Sun: 9:00am - 12:00pm | PH: 9:00am - 12:00pm",
Newton,Babysteps & Beyond Family & Child Clinic,Dr Adrian Tan | Dr Lim Shu Fen,"36H Dunearn Road, #02-46, Chancery Court, Singapore 309433",68161919,68161919,,https://www.google.com/maps/search/?api=1&query=Babysteps+%26+Beyond+Family+%26+Child+Clinic%2C+36H+Dunearn+Road%2C+%2302-46%2C+Chancery+Court%2C+Singapore+309433,Mon - Thurs: 9:00am - 1:00pm 2:00pm - 5:30pm 6:30pm - 9:00pm | Fri: 9:00am - 1:00pm 2:00pm - 5:30pm | Sat & Sun: 8:30am - 12:30pm | PH: 8:30am - 12:30pm,
Novena,Dr Lim Lean Huat & Associates,Dr Lim Hwee Woon,"101 Irrawaddy Road, #21-04, Royal Square at Novena, Singapore 259928",63233861,63233861,,https://www.google.com/maps/search/?api=1&query=Dr+Lim+Lean+Huat+%26+Associates%2C+101+Irrawaddy+Road%2C+%2321-04%2C+Royal+Square+at+Novena%2C+Singapore+259928,Mon - Fri: 8:30am - 12:30pm 2:30pm - 5:30pm | Sat: 8:30am - 12:30pm | Closed on Sun & PH,
Novena,HeartlandHealth (Whampoa),Dr Asri Budiman Bin Ahmad Said Melvin | Dr Seng Yi Feng,"87 Whampoa Drive, #01-869, Singapore 320087",62521070,62521070,,https://www.google.com/maps/search/?api=1&query=HeartlandHealth+%28Whampoa%29%2C+87+Whampoa+Drive%2C+%2301-869%2C+Singapore+320087,Mon - Fri: 7:00am - 11:00pm | Sat & Sun: 7:00am - 1:00pm 6:00pm - 11:00pm | PH: 7.00am - 11:00pm,
Novena,Phoenix Medical Group (Novena),Dr Chan Wei Chyet Rick | Dr Lin Shijun Cheryl,"275 Thomson Road, #01-05, Novena Regency, Singapore 307645",62543862,62543862,,https://www.google.com/maps/search/?api=1&query=Phoenix+Medical+Group+%28Novena%29%2C+275+Thomson+Road%2C+%2301-05%2C+Novena+Regency%2C+Singapore+307645,Mon - Wed & 9:00am - 2:30pm | Fri: 6:00pm - 8:30pm | Thurs: 9:00am - 2:30pm | Sat: 9:00am - 1:30pm | Sun: 2:00pm - 8:30pm | Closed on PH,Mon - Wed & 9:00am - 2:30pm
Novena,The Tenteram Clinic,Dr Lim Dale,"116B Jalan Tenteram, #01-549, Singapore 322116",62507991,62507991,,https://www.google.com/maps/search/?api=1&query=The+Tenteram+Clinic%2C+116B+Jalan+Tenteram%2C+%2301-549%2C+Singapore+322116,Mon - Thurs: 9:00am - 12:00pm 7:00pm - 9:00pm | Fri & Sat: 9:00am - 12:00pm | Closed on Sun & PH,
Novena,"24-Hr Family Clinic, Thomson Medical Centre",Dr Abdul Kadir Abdul Bashir,"339 Thomson Road, Singapore 307677",63508812,63508812,,https://www.google.com/maps/search/?api=1&query=24-Hr+Family+Clinic%2C+Thomson+Medical+Centre%2C+339+Thomson+Road%2C+Singapore+307677,Mon- Sun: 12:00am - 12:00am | PH: 12:00am - 12:00am,
One-north,Carelite Medical 1 Clinic (Dover Medical Centre),Dr Yeo Ling Sui Jocelyn,"Fusionopolis Way, #03-05 Connexis, Singapore 138632",88285500,88285500,,https://www.google.com/maps/search/?api=1&query=Carelite+Medical+1+Clinic+%28Dover+Medical+Centre%29%2C+Fusionopolis+Way%2C+%2303-05+Connexis%2C+Singapore+138632,"Mon - Fri: 8:30am - 12:30pm 1:30pm - 5:45pm | Closed on Sat, Sun & PH",
Orchard,Asia Health Partners,Dr Chrystal Fong Chern Ying,"304 Orchard Road, #05-06, Lucky Plaza, Singapore 238863",62357888,62357888,,https://www.google.com/maps/search/?api=1&query=Asia+Health+Partners%2C+304+Orchard+Road%2C+%2305-06%2C+Lucky+Plaza%2C+Singapore+238863,Mon - Fri: 8:30am - 5:30pm | Sat: 8:30am - 12:30pm | Closed on Sun & PH,
Orchard,Forum Medical Clinic,Dr Loo Hui Voon,"583 Orchard Road, #10-02, Forum Office Tower, Singapore 238884",60150090,60150090,,https://www.google.com/maps/search/?api=1&query=Forum+Medical+Clinic%2C+583+Orchard+Road%2C+%2310-02%2C+Forum+Office+Tower%2C+Singapore+238884,Mon - Fri: 9:00am - 6:00pm | Sat: 9:00am - 1:00pm | Closed on Sun & PH,
Orchard,Healthway Japanese Medical,Dr Yasuyo Yoshikuni,"176 Orchard Road, #06-05, The Centrepoint, Singapore 238843",67339785,67339785,,https://www.google.com/maps/search/?api=1&query=Healthway+Japanese+Medical%2C+176+Orchard+Road%2C+%2306-05%2C+The+Centrepoint%2C+Singapore+238843,Mon - Fri: 9:00am - 1:00pm 2:00pm - 6:00pm | Sat: 9:00am - 1:00pm | Closed on Sun & PH,
Orchard,International 1 Medical Clinic (Orchard),Dr Tan Lih Yi,"Orchard Boulevard, #14-06, Camden Medical Centre, Singapore 248649",67334440,67334440,,https://www.google.com/maps/search/?api=1&query=International+1+Medical+Clinic+%28Orchard%29%2C+Orchard+Boulevard%2C+%2314-06%2C+Camden+Medical+Centre%2C+Singapore+248649,Mon - Fri: 8:00am - 5:30pm | Sat: 9:00am - 1:00pm | Closed on Sun & PH,
Orchard,MSC Clinic 1,Dr Chin Yi Yao Brendan,"Orchard Boulevard, #12-03, Camden Medical Centre, Singapore 248649",63359146,63359146,,https://www.google.com/maps/search/?api=1&query=MSC+Clinic+1%2C+Orchard+Boulevard%2C+%2312-03%2C+Camden+Medical+Centre%2C+Singapore+248649,Mon - Fri: 9:30am - 6:00pm | Sat: 9:30am - 4:00pm | Closed on Sun & PH,
Pasir Ris,BCH Clinic @ 21 Pasir Ris,Dr Zeng Zhiyong,"Pasir Ris Grove, #01-32, Singapore 518070",88691103,88691103,,https://www.google.com/maps/search/?api=1&query=BCH+Clinic+%40+21+Pasir+Ris%2C+Pasir+Ris+Grove%2C+%2301-32%2C+Singapore+518070,Mon - Fri: 8:30am - 1:30pm 6:00pm - 8:30pm | Sun: 8:30am - 12:30pm | Closed on Sat & PH,
Pasir Ris,Bond Family Clinic,Dr Ng Chia Hau,"587 Pasir Ris Drive 3, #01-04, Costa Grove, Singapore 510587",62009408,62009408,,https://www.google.com/maps/search/?api=1&query=Bond+Family+Clinic%2C+587+Pasir+Ris+Drive+3%2C+%2301-04%2C+Costa+Grove%2C+Singapore+510587,Mon: 8:30am - 1:00pm 6:30pm - 9:30pm | Tues - Fri: 8:30am - 1:30pm 6:30pm - 9:30pm | Sat: 9:00am - 1:00pm | Sun: 6:00pm - 9:0pm | PH: 9:00am - 1:00pm,
Pasir Ris,Caring Medical Clinic,Dr Lee Jing Kun | Dr Gan Wei Chun | Dr Ong Jun Yin,"735 Pasir Ris Street 72, West Plaza, #02-328, Singapore 510735",60380228,60380228,,https://www.google.com/maps/search/?api=1&query=Caring+Medical+Clinic%2C+735+Pasir+Ris+Street+72%2C+West+Plaza%2C+%2302-328%2C+Singapore+510735,Mon: 8:30am - 2:00pm 3:00pm - 9:00pm | Tues - Fri: 8:30am - 2:00pm 6:00pm - 9:00pm | Sat: 8:30am - 12:30pm | Sun: 8:30am - 2:00pm 6:00pm - 9:00pm | Closed on PH,
Pasir Ris,Clinic10,Dr Quek Genevieve Lorraine,"644 Pasir Ris Drive 10, #01-20, Singapore 510644",65825123,65825123,,https://www.google.com/maps/search/?api=1&query=Clinic10%2C+644+Pasir+Ris+Drive+10%2C+%2301-20%2C+Singapore+510644,Mon - Fri: 8:30am - 4:15pm | Sun: 9:00am - 12:00pm | Closed on Sat & PH,
Pasir Ris,Fullerton Health 7 Hub @ Pasir Ris,Dr Maria Bernadette S Thomas,"Pasir Ris Central, #02-44, Pasir Ris Mall, Singapore 519612",60118090,60118090,,https://www.google.com/maps/search/?api=1&query=Fullerton+Health+7+Hub+%40+Pasir+Ris%2C+Pasir+Ris+Central%2C+%2302-44%2C+Pasir+Ris+Mall%2C+Singapore+519612,Mon - Sun: 8:30am - 12:30pm 1:30pm - 5:30pm 6:30pm - 8:30pm | PH: 8:30am - 12:30pm 1:30pm - 5:30pm 6:30pm - 8:30pm,
Pasir Ris,Hamid Family Clinic & Surgery,Dr Hamid Bin Ahmad,"156 Pasir Ris, Street 13, #01-35, Singapore 510156",65848804,65848804,,https://www.google.com/maps/search/?api=1&query=Hamid+Family+Clinic+%26+Surgery%2C+156+Pasir+Ris%2C+Street+13%2C+%2301-35%2C+Singapore+510156,"Mon, Wed & Fri: 9:00am - 12:00pm 1:30pm - 3:30pm 7:00pm - 9:00pm | Tues & Thurs: 9:00am - 12:00pm 1:30pm - 3:30pm | Sat: 9:00am - 12:00pm | Closed on Sun & PH",
